95 471
77 51 5
77 1 1
77 23 13
77 90 7
77 85 2
77 33 1
77 11 3
78 48 13
78 80 13
78 27 13
78 37 8
78 71 4
79 84 8
79 31 -4
80 71 12
80 77 3
80 85 11
80 56 12
80 66 7
80 18 10
80 4 4
80 87 9
82 85 11
82 13 8
82 56 3
82 21 3
82 90 4
82 15 14
82 42 6
82 78 5
83 84 8
83 76 5
83 81 5
83 77 7
83 80 14
83 55 14
83 72 5
83 86 2
84 51 1
84 81 10
84 44 9
85 10 7
85 2 13
85 90 10
85 15 8
86 25 7
86 56 9
86 15 13
86 93 7
86 27 3
86 2 14
87 88 1
87 54 4
87 79 5
87 11 6
87 66 9
87 81 5
87 46 12
87 84 14
88 76 0
88 58 7
88 73 8
88 54 12
88 91 14
88 13 4
88 63 3
88 4 13
89 12 0
89 75 0
89 65 14
89 79 12
89 78 5
89 37 1
89 4 13
89 54 10
89 14 14
89 70 5
89 56 11
89 48 7
90 31 6
90 19 5
90 47 14
90 56 7
90 94 5
91 48 4
91 65 13
91 32 5
91 59 4
91 74 5
91 31 7
91 51 0
92 40 10
92 26 7
93 22 6
93 39 0
94 66 9
94 28 7
95 18 9
95 28 8
95 89 13
95 22 12
