102 3466
11 1 6
11 61 7
11 88 5
11 62 3
11 71 25
11 43 23
11 96 12
11 14 25
11 68 16
11 97 12
11 64 12
11 72 18
11 56 27
11 30 21
11 67 8
11 77 1
12 2 23
12 64 4
12 78 16
12 93 23
12 52 10
12 7 15
12 51 10
12 84 15
12 60 8
12 66 19
12 76 27
12 38 17
12 6 4
12 68 3
12 94 25
12 82 10
12 22 2
12 32 22
12 43 13
12 58 27
12 28 7
12 57 17
12 70 14
12 31 24
12 80 29
12 20 27
12 42 4
12 11 18
12 24 18
12 4 12
12 72 11
12 98 4
12 40 8
13 3 20
13 52 19
13 30 18
13 54 5
13 22 29
13 60 26
13 61 14
13 78 10
13 2 23
13 41 1
13 5 14
13 74 18
13 55 18
13 89 16
13 98 12
13 101 10
13 65 21
13 48 9
13 37 18
13 15 8
13 84 16
13 58 4
13 42 29
13 102 5
13 83 0
13 40 9
13 8 23
13 63 12
13 59 21
13 43 19
13 69 13
13 6 11
13 36 0
13 31 23
14 68 16
14 23 0
14 99 19
14 22 0
14 101 2
14 15 12
14 51 24
14 87 9
14 52 22
14 8 12
14 65 25
14 48 4
14 5 15
14 40 9
14 42 6
14 13 25
14 98 17
14 82 22
14 17 21
14 95 9
14 94 27
14 69 21
14 21 18
14 76 12
14 84 25
14 72 1
15 57 24
15 92 8
15 30 12
15 53 24
15 51 2
15 12 21
15 60 16
15 73 21
15 86 13
15 42 11
15 93 26
15 9 7
15 78 20
15 91 10
15 21 20
15 1 7
15 102 15
15 37 5
15 6 16
15 26 13
15 70 22
15 7 26
15 22 5
15 24 13
15 31 27
15 20 24
15 50 4
15 76 15
15 56 6
15 8 21
15 58 9
15 16 0
15 35 0
15 97 21
15 63 17
16 20 24
16 64 4
16 101 3
16 38 15
16 79 18
16 85 14
16 47 3
16 73 25
16 70 26
16 6 14
16 4 7
16 8 4
16 27 21
16 58 4
16 75 12
16 35 4
16 55 26
16 67 0
16 71 1
16 54 9
16 29 27
16 88 25
16 53 5
16 9 5
16 21 1
16 86 27
16 51 14
16 93 24
16 63 19
16 23 27
16 80 11
16 81 13
16 33 2
16 44 6
16 96 20
16 41 12
16 37 21
16 56 24
16 72 7
16 2 9
16 11 0
16 28 15
17 78 13
17 99 21
17 49 11
17 27 26
17 65 17
17 70 8
17 71 18
17 81 18
17 37 9
17 9 16
17 5 13
17 101 15
17 72 21
17 35 6
17 16 4
17 91 27
17 67 0
17 28 23
17 34 24
17 3 3
17 87 6
17 2 18
17 42 2
17 57 26
17 97 0
17 45 15
17 93 12
17 30 8
17 47 24
17 85 4
17 54 15
17 89 8
17 77 25
17 68 18
18 67 26
18 30 4
18 93 26
18 11 14
18 65 22
18 84 6
18 40 22
18 100 27
18 50 13
18 90 5
18 51 4
18 15 9
18 75 2
18 24 26
18 81 2
18 2 27
18 46 0
18 69 0
18 10 7
18 3 2
18 20 18
18 22 8
18 45 17
18 6 1
18 9 8
18 32 3
18 5 5
18 63 23
18 21 11
18 42 23
18 7 3
18 79 29
18 91 19
18 29 0
19 3 6
19 55 12
19 16 28
19 76 28
19 27 9
19 65 3
19 28 4
19 30 5
19 98 12
19 81 28
19 10 2
19 21 6
19 80 25
19 35 24
19 50 6
19 9 3
19 60 18
19 33 24
19 58 3
19 57 27
19 86 17
19 74 11
19 24 0
19 20 15
19 17 26
19 78 12
19 34 0
19 89 29
19 8 3
19 1 19
19 90 21
19 12 9
20 66 1
20 40 19
20 3 0
20 75 3
20 50 14
20 100 26
20 79 8
20 53 26
20 27 24
20 69 2
20 7 2
20 78 12
20 56 26
20 23 0
20 74 7
20 13 14
20 58 25
20 72 10
20 2 11
20 1 4
20 8 21
20 57 12
20 98 19
20 99 9
20 17 16
20 37 19
20 6 8
20 49 19
20 90 1
20 60 0
21 20 21
21 99 2
21 52 11
21 101 13
21 8 27
21 7 26
21 25 9
21 71 28
21 2 22
21 65 25
21 72 0
21 55 17
21 70 7
21 12 27
21 94 17
21 22 6
21 90 11
21 68 4
21 37 16
21 53 23
21 85 1
21 96 29
21 36 27
21 66 20
21 63 8
21 17 13
21 95 2
21 42 9
21 79 24
21 82 3
21 39 9
22 39 7
22 54 27
22 34 20
22 26 20
22 5 17
22 46 8
22 90 21
22 3 15
22 81 23
22 47 17
22 73 15
22 44 10
22 68 16
22 2 12
22 94 19
22 65 23
22 84 16
22 4 16
22 28 1
22 69 1
22 53 17
22 16 1
22 57 28
22 66 29
22 87 1
22 77 11
22 33 1
22 10 10
22 70 27
23 29 26
23 60 11
23 34 5
23 35 16
23 19 24
23 17 17
23 66 3
23 8 2
23 67 9
23 31 18
23 90 25
23 45 18
23 1 3
23 97 27
23 15 26
23 64 8
23 42 17
23 77 19
23 74 24
23 99 3
23 85 13
23 76 25
23 40 20
23 63 6
23 79 15
23 5 19
23 57 7
23 38 18
23 78 13
23 75 10
23 54 15
24 34 1
24 63 13
24 25 20
24 26 17
24 94 7
24 6 0
24 69 20
24 20 10
24 86 9
24 49 8
24 23 27
24 83 27
24 72 4
24 21 25
24 99 23
24 3 12
24 9 12
24 92 5
24 54 28
24 37 7
24 61 10
24 38 15
24 59 19
24 58 16
24 81 0
24 35 0
24 90 15
24 2 18
24 7 5
24 62 17
24 57 25
24 64 7
24 97 1
24 11 8
24 41 24
25 85 8
25 30 8
25 62 15
25 80 10
25 56 9
25 59 15
25 65 8
25 76 28
25 72 19
25 73 3
25 95 13
25 78 23
25 67 7
25 58 18
25 20 21
25 83 6
25 48 28
25 66 28
25 53 25
25 74 6
25 29 20
25 18 17
25 94 22
25 70 0
25 19 23
25 52 9
25 37 26
25 10 0
25 97 2
25 68 4
25 8 24
26 93 11
26 86 4
26 32 1
26 14 13
26 90 13
26 41 17
26 61 21
26 70 11
26 21 28
26 53 16
26 85 24
26 5 22
26 19 15
26 1 5
26 92 5
26 84 21
26 95 25
26 2 26
26 89 8
26 66 2
26 65 16
26 99 26
26 37 16
26 102 17
26 76 19
26 87 17
26 57 13
26 51 19
26 29 20
26 11 9
26 16 5
26 23 23
26 45 5
26 68 29
27 15 6
27 66 18
27 99 8
27 35 20
27 81 21
27 92 6
27 22 28
27 45 15
27 40 20
27 73 6
27 49 12
27 70 18
27 72 19
27 83 8
27 76 14
27 82 28
27 80 2
27 41 0
27 85 24
27 84 10
27 64 17
27 9 5
27 47 27
27 67 22
27 55 16
27 1 9
27 71 23
27 14 13
27 6 2
27 33 28
27 25 12
27 44 1
28 64 16
28 46 20
28 59 21
28 45 29
28 24 19
28 102 11
28 92 7
28 4 9
28 72 17
28 65 19
28 39 27
28 95 7
28 47 19
28 89 3
28 82 5
28 86 13
28 69 4
28 49 21
28 75 23
28 21 13
28 29 18
28 13 13
28 94 6
28 61 26
28 99 14
28 60 29
28 34 9
28 8 9
28 36 20
28 88 14
28 33 10
29 95 28
29 20 4
29 39 23
29 6 28
29 15 15
29 85 4
29 7 5
29 92 25
29 37 14
29 50 16
29 22 14
29 64 21
29 101 6
29 53 18
29 75 18
29 58 11
29 66 14
29 81 1
29 14 27
29 94 27
29 96 11
29 78 2
29 30 25
29 99 7
29 60 16
29 72 17
29 44 16
29 86 25
29 55 7
29 5 0
29 70 5
29 42 27
29 10 27
30 23 28
30 78 25
30 90 12
30 42 25
30 12 22
30 16 29
30 74 9
30 4 9
30 79 6
30 61 22
30 45 7
30 3 16
30 31 10
30 59 18
30 85 0
30 21 3
30 44 15
30 76 19
30 68 14
30 27 17
30 66 7
30 71 21
30 41 26
30 60 24
30 10 29
30 86 21
30 55 23
30 56 22
30 22 19
30 101 20
31 6 19
31 75 17
31 74 8
31 70 23
31 73 4
31 21 0
31 50 15
31 43 13
31 22 9
31 86 21
31 100 5
31 88 8
31 46 7
31 64 7
31 51 27
31 99 29
31 54 10
31 49 4
31 10 18
31 18 24
31 94 14
31 81 25
31 14 7
31 38 10
31 20 11
31 11 7
31 63 23
31 9 26
31 16 29
31 52 12
31 89 9
31 56 10
31 33 22
31 26 17
31 62 25
31 77 26
31 3 9
31 80 10
31 44 2
31 69 11
31 28 23
32 80 29
32 68 19
32 23 22
32 84 29
32 44 16
32 19 21
32 30 9
32 14 13
32 25 10
32 66 26
32 43 27
32 74 27
32 11 25
32 45 29
32 2 1
32 98 2
32 21 22
32 82 27
32 67 23
32 51 27
32 75 6
32 7 25
32 97 19
32 28 15
32 33 21
32 76 7
32 52 25
32 95 23
32 61 1
32 15 28
32 77 17
32 10 1
32 50 17
32 53 1
32 20 22
33 37 26
33 86 23
33 3 1
33 59 9
33 30 25
33 57 19
33 77 28
33 26 22
33 97 7
33 34 19
33 35 15
33 10 1
33 96 3
33 17 13
33 53 25
33 7 0
33 11 11
33 12 12
33 38 11
33 72 19
33 82 25
33 60 19
33 52 6
33 8 19
33 62 20
33 71 4
33 101 28
33 14 13
33 18 21
33 68 29
33 21 5
33 63 17
33 73 14
33 56 29
34 100 18
34 35 9
34 48 10
34 36 8
34 61 24
34 15 17
34 25 27
34 94 9
34 8 19
34 20 1
34 29 14
34 18 6
34 58 23
34 42 26
34 50 18
34 64 5
34 47 7
34 87 14
34 30 24
34 69 13
34 12 25
34 43 6
34 90 9
34 6 23
34 13 12
34 31 22
34 74 14
34 27 17
34 37 10
34 7 29
34 101 8
34 84 20
34 49 0
34 14 19
35 100 29
35 77 24
35 3 28
35 55 26
35 56 4
35 90 17
35 57 19
35 21 18
35 8 23
35 10 13
35 71 6
35 12 4
35 85 18
35 63 13
35 5 18
35 50 4
35 22 18
35 6 13
35 99 10
35 14 27
35 2 28
35 4 22
35 26 20
35 28 4
35 18 2
35 41 22
35 102 25
35 91 10
35 83 4
35 84 26
35 32 21
35 43 3
35 72 20
35 51 20
36 9 22
36 40 16
36 15 7
36 95 11
36 30 5
36 49 23
36 92 24
36 101 3
36 51 27
36 1 12
36 55 17
36 61 7
36 32 8
36 90 27
36 18 12
36 100 19
36 8 17
36 89 2
36 102 3
36 4 29
36 26 6
36 87 27
36 93 21
36 24 24
36 94 0
36 44 25
36 16 20
36 79 21
36 27 21
36 59 10
36 65 3
36 82 13
36 62 27
36 80 3
36 23 24
36 77 24
36 31 18
36 68 11
37 100 27
37 84 7
37 65 15
37 53 6
37 38 14
37 69 24
37 32 4
37 66 18
37 8 5
37 22 21
37 19 20
37 95 0
37 61 12
37 23 18
37 70 28
37 50 3
37 51 12
37 30 20
37 86 20
37 58 24
37 11 3
37 6 3
37 54 5
37 36 7
37 59 16
37 71 24
37 14 10
37 44 3
37 75 18
37 10 28
37 45 6
37 47 7
37 41 5
37 76 21
37 79 14
37 91 11
37 12 15
37 97 10
37 46 29
37 96 12
37 56 23
37 90 11
37 83 13
37 62 5
38 11 21
38 55 3
38 10 0
38 69 26
38 34 23
38 35 12
38 30 12
38 36 26
38 96 16
38 81 9
38 29 3
38 28 24
38 45 3
38 75 5
38 17 19
38 32 13
38 3 25
38 86 25
38 95 13
38 18 22
38 68 17
38 46 27
38 47 3
38 5 24
38 27 29
38 76 24
38 21 7
38 62 22
38 40 27
38 63 20
38 26 19
38 92 11
38 61 23
38 89 19
38 39 29
38 41 16
38 94 1
38 25 11
38 1 4
38 15 9
38 58 21
39 4 8
39 88 4
39 12 24
39 14 5
39 58 15
39 35 0
39 31 1
39 70 11
39 90 13
39 11 23
39 92 28
39 81 2
39 41 19
39 19 22
39 24 1
39 72 5
39 30 21
39 62 15
39 50 3
39 86 11
39 46 4
39 13 6
39 6 26
39 99 15
39 71 5
39 23 12
39 83 8
39 76 16
39 54 9
39 40 10
39 77 7
39 15 17
39 94 14
39 100 24
39 64 14
40 56 21
40 28 16
40 64 15
40 98 2
40 89 29
40 35 1
40 29 22
40 45 23
40 22 20
40 75 7
40 16 16
40 34 25
40 3 28
40 37 1
40 96 20
40 8 10
40 99 27
40 73 26
40 77 28
40 25 4
40 94 1
40 59 3
40 43 12
40 15 10
40 91 12
40 65 22
40 90 9
40 51 29
40 24 28
40 17 3
40 49 13
41 83 20
41 84 11
41 42 21
41 51 14
41 31 2
41 91 22
41 97 7
41 90 25
41 44 4
41 58 14
41 62 11
41 102 29
41 14 12
41 101 4
41 52 12
41 86 14
41 19 1
41 6 8
41 73 13
41 100 5
41 21 2
41 75 16
41 63 10
41 82 12
41 59 28
41 74 24
41 94 21
41 53 19
41 32 15
41 20 17
41 2 24
42 56 5
42 1 28
42 57 7
42 8 11
42 89 1
42 40 29
42 87 18
42 83 18
42 101 25
42 11 24
42 37 0
42 96 17
42 71 7
42 74 4
42 55 29
42 33 13
42 38 28
42 82 29
42 27 26
42 6 3
42 16 1
42 85 4
42 26 5
42 36 13
42 60 24
42 77 0
42 48 27
42 51 13
42 61 15
42 92 14
42 24 0
42 25 12
42 67 12
42 22 7
42 4 23
43 57 5
43 10 29
43 41 4
43 85 24
43 73 24
43 18 28
43 66 16
43 20 11
43 79 27
43 77 20
43 25 2
43 14 11
43 15 18
43 42 2
43 76 29
43 84 14
43 89 3
43 62 26
43 28 19
43 27 9
43 33 20
43 71 11
43 36 6
43 60 26
43 80 26
43 86 20
43 5 26
43 101 0
43 3 24
43 23 25
43 19 16
43 6 0
43 74 24
43 52 20
43 50 16
43 51 11
44 39 18
44 33 2
44 49 14
44 12 8
44 58 14
44 21 17
44 43 19
44 10 3
44 51 19
44 81 10
44 80 9
44 76 22
44 14 6
44 92 28
44 87 1
44 102 27
44 91 10
44 89 29
44 60 15
44 3 28
44 95 19
44 20 3
44 8 29
44 96 14
44 18 28
44 46 15
44 93 6
44 54 15
44 19 27
44 70 14
44 98 26
44 57 7
44 74 16
44 67 10
45 15 15
45 14 0
45 76 27
45 36 4
45 41 25
45 66 8
45 70 15
45 101 4
45 100 23
45 1 21
45 95 25
45 62 16
45 98 10
45 25 5
45 75 16
45 6 25
45 99 25
45 35 5
45 44 28
45 93 16
45 61 11
45 3 19
45 39 23
45 33 9
45 67 4
45 58 20
45 16 23
45 51 22
46 20 28
46 79 1
46 72 2
46 76 13
46 62 2
46 30 22
46 58 10
46 26 19
46 41 22
46 54 17
46 100 24
46 66 15
46 57 0
46 33 19
46 13 2
46 21 11
46 95 16
46 12 10
46 25 28
46 97 11
46 80 15
46 36 19
46 24 20
46 55 19
46 34 8
46 61 13
46 3 28
46 10 4
46 19 4
46 69 14
46 91 26
46 75 2
47 73 15
47 53 20
47 13 7
47 102 9
47 64 4
47 68 17
47 95 29
47 12 27
47 5 26
47 43 15
47 60 4
47 33 27
47 26 26
47 97 28
47 42 8
47 61 12
47 70 8
47 67 28
47 4 15
47 15 16
47 96 17
47 45 5
47 48 5
47 35 17
47 24 19
47 80 25
48 7 13
48 4 15
48 43 1
48 53 9
48 24 9
48 19 17
48 38 22
48 11 16
48 79 18
48 61 18
48 23 26
48 92 9
48 36 7
48 49 22
48 58 24
48 67 12
48 18 19
48 50 20
48 9 2
48 83 19
48 70 24
48 91 11
48 20 10
48 87 2
48 17 19
48 44 19
48 86 29
48 71 16
48 32 7
48 27 10
48 26 11
48 52 20
48 93 25
48 78 13
48 33 22
48 12 4
48 89 22
49 82 6
49 66 13
49 29 10
49 75 24
49 91 9
49 73 20
49 81 2
49 43 23
49 96 6
49 47 6
49 87 13
49 69 19
49 59 8
49 25 24
49 37 5
49 32 11
49 1 4
49 71 29
49 100 0
49 88 24
49 12 29
49 22 16
49 45 23
49 9 1
49 39 20
49 6 13
49 68 27
49 97 25
49 46 27
49 65 23
49 16 17
49 15 25
50 49 6
50 78 19
50 93 20
50 57 7
50 91 1
50 25 14
50 89 1
50 72 0
50 11 20
50 82 6
50 30 19
50 42 28
50 62 0
50 40 24
50 85 10
50 9 5
50 83 24
50 47 2
50 23 21
50 26 15
50 58 19
50 66 14
50 80 16
50 24 1
50 73 19
50 45 5
50 21 26
50 13 17
50 87 29
50 79 5
50 92 12
51 63 27
51 93 16
51 97 24
51 24 27
51 68 18
51 22 8
51 96 28
51 34 18
51 39 28
51 1 26
51 28 29
51 60 19
51 53 26
51 98 15
51 33 21
51 101 23
51 21 1
51 48 23
51 17 14
51 94 16
51 29 4
51 19 20
51 38 25
51 95 5
51 25 10
51 66 0
51 64 1
51 102 19
51 78 21
51 84 28
51 89 23
51 49 19
51 82 15
51 73 18
52 71 16
52 45 3
52 27 26
52 99 6
52 28 13
52 101 17
52 3 2
52 6 4
52 29 6
52 50 20
52 2 19
52 23 19
52 84 6
52 92 21
52 66 12
52 38 12
52 56 29
52 7 9
52 90 3
52 62 24
52 79 14
52 91 13
52 75 25
52 39 8
52 24 24
52 42 16
52 51 6
52 26 17
52 77 27
53 69 21
53 12 5
53 92 5
53 19 16
53 18 24
53 3 11
53 17 21
53 44 11
53 23 5
53 35 25
53 82 9
53 56 18
53 101 7
53 67 28
53 14 24
53 43 28
53 73 2
53 6 28
53 86 27
53 50 11
53 79 1
53 40 22
53 39 26
53 57 6
53 64 9
53 88 26
53 83 0
53 27 25
53 66 2
54 29 18
54 53 23
54 3 16
54 75 15
54 33 20
54 56 24
54 90 9
54 18 2
54 68 8
54 57 12
54 21 29
54 55 3
54 79 21
54 72 17
54 15 10
54 99 19
54 8 3
54 32 0
54 87 22
54 101 24
54 4 28
54 48 25
54 59 17
54 64 12
54 51 21
54 71 24
54 77 21
54 20 17
54 19 16
54 89 8
54 49 12
54 58 26
54 38 23
55 10 20
55 47 4
55 50 14
55 6 14
55 76 13
55 70 16
55 40 22
55 51 26
55 58 7
55 69 18
55 22 9
55 87 17
55 63 20
55 90 29
55 7 20
55 102 13
55 12 13
55 5 14
55 20 11
55 84 8
55 59 2
55 34 15
55 11 22
55 86 18
55 49 6
55 57 1
55 18 26
55 64 14
55 52 5
55 89 15
55 83 8
55 62 25
56 83 19
56 39 22
56 28 2
56 99 24
56 77 0
56 49 16
56 70 12
56 48 29
56 96 4
56 76 22
56 98 16
56 21 17
56 100 13
56 66 7
56 5 0
56 55 18
56 13 13
56 50 3
56 82 18
56 95 7
56 18 10
56 88 2
56 8 17
56 38 16
56 36 4
56 73 6
56 24 22
56 6 9
56 19 21
56 65 22
56 62 27
56 91 2
56 71 6
56 47 29
56 80 18
56 78 28
57 32 15
57 90 1
57 101 28
57 41 12
57 5 15
57 13 14
57 93 21
57 31 20
57 71 13
57 45 13
57 91 0
57 87 19
57 60 8
57 40 18
57 9 26
57 28 18
57 47 21
57 29 6
57 99 26
57 76 17
57 4 12
57 94 18
57 82 18
57 74 3
57 85 3
57 51 15
57 16 27
57 2 1
57 21 6
57 14 7
57 64 0
57 61 14
57 66 0
57 48 20
57 102 18
57 70 15
57 27 4
57 72 9
57 73 27
57 8 10
57 65 22
58 42 27
58 75 29
58 30 22
58 57 16
58 79 17
58 5 10
58 76 29
58 52 23
58 84 6
58 28 8
58 64 5
58 10 24
58 99 26
58 36 0
58 43 19
58 63 4
58 22 19
58 74 21
58 2 2
58 32 27
58 35 13
58 21 16
58 31 27
58 8 3
58 11 4
58 95 5
58 60 7
58 73 5
58 26 2
58 62 9
58 40 19
58 47 0
58 94 0
58 92 11
58 56 8
58 81 18
58 91 21
58 77 29
58 68 3
58 86 27
58 80 7
59 10 9
59 27 14
59 2 25
59 45 1
59 38 25
59 46 21
59 94 21
59 95 16
59 14 16
59 101 10
59 93 29
59 82 2
59 29 7
59 7 2
59 26 29
59 23 12
59 44 2
59 97 26
59 21 7
59 52 3
59 22 16
59 57 29
59 58 4
59 16 19
59 87 7
59 80 22
59 79 3
59 39 28
59 11 25
59 35 22
59 20 27
59 92 26
59 53 6
59 56 14
59 12 20
59 70 24
59 78 6
60 65 3
60 94 10
60 72 22
60 82 13
60 54 2
60 40 16
60 45 20
60 34 26
60 48 7
60 79 25
60 39 20
60 77 4
60 7 2
60 49 24
60 70 12
60 92 23
60 1 28
60 35 23
60 76 0
60 74 12
60 71 26
60 95 20
60 52 29
60 81 19
60 37 9
60 96 18
60 38 17
60 80 23
60 21 8
60 69 11
60 16 21
60 26 11
60 50 14
60 55 5
60 68 24
61 19 16
61 89 14
61 55 6
61 66 4
61 15 21
61 31 23
61 43 25
61 5 17
61 75 17
61 76 11
61 6 29
61 83 10
61 33 9
61 65 15
61 77 2
61 17 13
61 18 11
61 85 14
61 94 12
61 12 0
61 95 23
61 102 0
61 68 10
61 23 17
61 82 0
61 80 21
61 3 8
61 49 11
61 16 5
61 58 6
61 4 27
61 81 13
61 8 20
61 22 26
61 50 10
62 35 11
62 97 19
62 74 5
62 65 21
62 42 29
62 4 16
62 19 12
62 23 9
62 6 17
62 13 27
62 53 4
62 26 22
62 34 9
62 2 18
62 54 4
62 59 1
62 60 12
62 21 27
62 96 11
62 81 21
62 79 27
62 77 3
62 10 29
62 94 1
62 27 0
62 9 27
62 64 28
62 22 6
62 85 17
62 12 24
62 102 16
62 47 21
62 48 6
63 59 13
63 86 12
63 34 5
63 49 21
63 26 24
63 87 6
63 61 0
63 47 22
63 12 2
63 56 22
63 92 23
63 65 21
63 89 18
63 45 24
63 30 25
63 53 7
63 78 6
63 39 16
63 20 5
63 7 1
63 11 7
63 42 28
63 99 1
63 72 5
63 84 18
63 36 29
63 93 22
63 25 13
63 14 15
63 52 13
63 19 11
63 28 20
63 40 17
63 9 8
63 66 3
63 90 12
63 68 14
63 71 3
63 98 26
63 2 9
63 37 17
64 41 19
64 90 0
64 37 6
64 5 13
64 101 25
64 33 13
64 82 19
64 69 11
64 44 10
64 50 20
64 21 18
64 81 0
64 87 14
64 77 15
64 100 19
64 86 13
64 79 8
64 71 2
64 45 21
64 52 13
64 35 5
64 89 3
64 75 23
64 68 13
64 102 7
64 96 5
64 85 19
64 19 2
64 13 23
64 38 28
64 25 20
64 42 12
64 95 20
64 48 18
64 80 17
64 22 15
65 46 23
65 72 7
65 94 18
65 42 26
65 55 19
65 31 29
65 79 26
65 5 25
65 96 14
65 87 15
65 2 9
65 29 14
65 33 9
65 86 22
65 6 20
65 27 14
65 15 25
65 47 13
65 41 19
65 4 24
65 11 10
65 8 1
65 34 27
65 64 3
65 100 21
65 54 9
65 69 7
65 59 12
65 9 19
65 32 24
65 51 19
65 39 12
65 52 1
66 62 8
66 68 8
66 2 13
66 92 29
66 35 27
66 34 8
66 97 13
66 31 12
66 24 9
66 69 20
66 93 14
66 83 1
66 89 10
66 58 20
66 77 19
66 6 15
66 47 10
66 40 5
66 79 25
66 33 3
66 60 2
66 81 20
66 59 24
66 55 3
66 70 27
66 15 6
66 80 22
66 38 21
66 18 18
66 74 27
66 72 15
66 3 18
66 17 27
66 87 20
66 19 17
66 65 24
67 93 28
67 56 22
67 55 29
67 86 0
67 72 12
67 77 13
67 28 23
67 60 14
67 75 3
67 20 12
67 14 29
67 66 5
67 50 18
67 39 24
67 85 8
67 36 12
67 40 14
67 33 3
67 80 8
67 21 3
67 37 1
67 31 22
67 26 25
67 52 19
67 4 11
67 34 2
67 76 7
67 22 9
67 100 22
67 61 24
67 92 25
67 13 12
68 35 9
68 57 16
68 67 12
68 88 21
68 4 29
68 23 6
68 10 6
68 56 25
68 1 10
68 7 27
68 79 22
68 50 20
68 44 22
68 55 1
68 86 25
68 2 28
68 20 26
68 39 25
68 78 24
68 42 19
68 100 17
68 91 19
68 53 9
68 40 21
68 18 21
